"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Physical","Horizon","SOUNDDISC","2016","10","1","Manhunt [sound recording] / Janet Evanovich.",,"Evanovich, Janet","Air pilots Fiction, Alaska Fiction, Bachelors Fiction, Love stories, Audiobooks","HarperAudio,","p2005."
"Digital","OverDrive","EBOOK","2016","10","2","Clara and Mr. Tiffany: A Novel",,"Susan Vreeland","Fiction, Historical Fiction, Literature","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2016","10","50","The Maze Runner: The Maze Runner Series, Book 1",,"James Dashner","Fantasy, Suspense, Young Adult Fiction, Young Adult Literature","Random House, Inc.","2009"
"Digital","OverDrive","EBOOK","2016","10","1","Fortunes of War",,"Stephen Coonts","Fiction, Thriller","Macmillan Publishers","2013"
"Physical","Horizon","BOOK","2016","10","1","Don't sweat the small stuff with your family : simple ways to keep daily responsibilities and household chaos from taking over your life / Richard Carlson.",,"Carlson, Richard, 1961-2006","Stress management, Communication in families, Conduct of life, Quality of life, Peace of mind, Lifestyles","Hyperion,","c1998."
"Digital","Freegal","SONG","2016","10","1","Tainted Love (Re-Recorded) [Remastered]",,"Soft Cell",,,
"Physical","Horizon","BOOK","2016","10","1","Key discoveries in Earth and space science / Christine Zuchora-Walske.",,"Zuchora-Walske, Christine","Discoveries in science History Juvenile literature, Space sciences History Juvenile literature, Earth sciences History Juvenile literature, Astronomy History Juvenile literature, Basic reader, Discoveries in science, Earth sciences, Space sciences, Astronomy","Lerner Publications,","[2015]"
"Physical","Horizon","BOOK","2016","10","1","I want to take you higher : the life and times of Sly & the Family Stone / Jeff Kaliss ; [foreword by Sly Stone ; preface by George Clinton].",,"Kaliss, Jeff","Sly the Family Stone Musical group, Rock musicians United States Biography, Rock groups United States","Backbeat Books,","2008."
"Digital","Freegal","SONG","2016","10","1","Motor",,"Earth, Wind & Fire",,,
"Physical","Horizon","BOOK","2016","10","13","Red's planet. [Book 1] / Eddie Pittman.",,"Pittman, Eddie.","Human alien encounters Comic books strips etc, Castaways Comic books strips etc, Girls Comic books strips etc, Life on other planets Comic books strips etc, Cartoons and comics, Science fiction comics, Graphic novels, Comics Graphic works","Amulet Books, an imprint of Abrams,","2016."
"Digital","OverDrive","EBOOK","2016","10","2","Busy Body: Agatha Raisin Mystery Series, Book 21",,"M. C. Beaton","Fiction, Humor (Fiction), Mystery","Macmillan Publishers","2013"
"Physical","Horizon","BOOK","2016","10","1","T'ai chi & aikido : learn the way to spiritual and physical harmony with two ancient martial arts that develop mental focus, strength, suppleness and stamina / Andrew Popovic and Peter Brady ; photography by Clare Park and Mike James.",,"Popovic, Andrew","Tai chi, Aikido","Lorenz Books,","c2007."
"Physical","Horizon","BOOK","2016","10","3","The mightiest / Keiko Kasza.",,"Kasza, Keiko","Lion Juvenile fiction, Bears Juvenile fiction, Elephants Juvenile fiction, Giants Juvenile fiction, Elephants Fiction, Bears Fiction, Lions Fiction, Giants Fiction","Puffin Books,","2003, c2001."
"Digital","OverDrive","EBOOK","2016","10","3","Heart of the Sea: The Gallaghers of Ardmore Trilogy, Book 3",,"Nora Roberts","Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2016","10","1","The emperor's new clothes / Hans Christian Andersen ; retold by Christine San José ; illustrated by Anastassija Archipowa.",,"San José, Christine","Fairy tales","Boyds Mills Press,","[1998]"
"Digital","OverDrive","AUDIOBOOK","2016","10","2","A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer (unabridged) (Unabridged)",,"Mary Elizabeth Williams","Biography & Autobiography, Health & Fitness, Nonfiction","Blackstone Audio, Inc.","2016"
"Digital","OverDrive","EBOOK","2016","10","1","The Demon Notebook: Demon Notebook Series, Book 1",,"Erika McGann","Horror, Young Adult Fiction","Sourcebooks","2014"
"Physical","Horizon","BOOK","2016","10","1","Devoted : a novel / Jennifer Mathieu.",,"Mathieu, Jennifer.","Christian life Juvenile fiction, Families Texas Juvenile fiction, Home schooling Juvenile fiction, Brothers and sisters Juvenile fiction, Texas Juvenile fiction, Christian life Fiction, Family life Texas Fiction, Home schooling Fiction, Brothers and sisters Fiction, Texas Fiction, Young adult fiction","Roaring Brook Press,","2015."
"Digital","Hoopla","MUSIC","2016","10","1","The Eminem Show (Explicit Version)",,,"Hip-Hop/Rap","Aftermath",
"Physical","Horizon","BOOK","2016","10","10","No more TV, sleepy cat / [text by Harriet Ziefert Inc.]; pictures by Elliot Kreloff.",,"Ziefert, Harriet","Bedtime Juvenile fiction, Cats Juvenile fiction","Sterling,","2005."
"Physical","Horizon","BOOK","2016","10","16","Louise and Andie : the art of friendship / Kelly Light.",,"Light, Kelly, 1970-","Drawing Fiction, Art Fiction, Cooperativeness Fiction, Neighbors Fiction, JUVENILE FICTION Art Architecture, JUVENILE FICTION Family Siblings, JUVENILE FICTION Imagination Play, Drawing Juvenile fiction, Art Juvenile fiction, Cooperativeness Juvenile fiction, Neighbors Juvenile fiction","Balzer + Bray, an imprint of HarperCollins Publishers,","[2016]"
"Physical","Horizon","BOOK","2016","10","1","Cheng shi ai qing / Yida zhu.",,"Yida",,"Huan qiu tu shu za zhi chu ban she,","1990."
"Digital","Freegal","SONG","2016","10","1","Symphony No. 4: Adagio (Adagio)",,"Bernard Haitink,Ludwig van Beethoven,London Symphony Orchestra",,,
"Physical","Horizon","BOOK","2016","10","2","The pity of war / Niall Ferguson.",,"Ferguson, Niall","World War 1914 1918, Great Britain History 20th century","Basic Books,","c1999."
"Digital","OverDrive","EBOOK","2016","10","5","New York Dead: Stone Barrington Series, Book 1",,"Stuart Woods","Fiction, Mystery, Suspense","HarperCollins Publishers Inc.","2009"
"Physical","Horizon","BOOK","2016","10","1","Malouf : new Middle Eastern food / Greg & Lucy Malouf.",,"Malouf, Greg","Cooking Middle Eastern, Cookbooks","Hardie Grant Books,","2013, c2011."
"Physical","Horizon","BOOK","2016","10","8","Wait / Antoinette Portis.",,"Portis, Antoinette","Patience Juvenile fiction, Attention in children Juvenile fiction, Mothers and sons Juvenile fiction","Roaring Brook Press,","2015."
"Physical","Horizon","BOOK","2016","10","1","I can read you like a book : how to spot the messages and emotions people are really sending with their body language / Gregory Hartley and Maryann Karinch.",,"Hartley, Gregory","Body language, Interpersonal communication, Nonverbal communication","Career Press,","c2007."
"Physical","Horizon","SOUNDDISC","2016","10","1","Third world America [sound recording] : how our politicians are abandoning the middle class and betraying the American dream / Arianna Huffington.",,"Huffington, Arianna Stassinopoulos, 1950-","United States Economic policy 2009, United States Economic conditions 2009, United States Social policy 1993, United States Politics and government 2009","Tantor Media Inc.,","c2010."
"Physical","Horizon","BOOK","2016","10","1","Where women create : book of inspiration : in the studio and behind the scenes with extraordinary women / Jo Packham & Jenny Doh.",,"Packham, Jo","Artists studios, Women artists, Women designers","Lark Books,","2010."
"Digital","OverDrive","EBOOK","2016","10","1","Shatter: Joseph O'Loughlin Series, Book 3",,"Michael Robotham","Fiction, Thriller","Random House, Inc.","2010"
"Physical","Horizon","BOOK","2016","10","1","Occultation : and other stories / Laird Barron ; [introduction by Michael Shea].",,"Barron, Laird","Horror tales American, Short stories American, Horror fiction","Night Shade Books,","c2010."
"Physical","Horizon","SOUNDDISC","2016","10","3","Live at KEXP. Volume six [sound recording].",,,"Rock music 2001 2010, Popular music 2001 2010","KEXP,","c2010."
"Digital","Freegal","SONG","2016","10","3","The Very Next Thing",,"Casting Crowns",,,
"Digital","OverDrive","EBOOK","2016","10","2","Dust to Dust: A Memoir",,"Benjamin Busch","Biography & Autobiography, Nonfiction","HarperCollins Publishers Inc.","2012"
"Physical","Horizon","BOOK","2016","10","1","Wayfaring stranger / James Lee Burke.",,"Burke, James Lee, 1936-","Jewish women Fiction, Oil industries Fiction, Antisemitism Fiction, Large type books, Texas History 1846 1950 Fiction, Suspense fiction, Historical fiction","Wheeler Publishing,","2014."
"Physical","Horizon","BOOK","2016","10","1","The passage to Europe : how a continent became a union / Luuk van Middelaar ; translated by Liz Waters.",,"Middelaar, Luuk van, 1973-","European Union History, Europe Politics and government 20th century","Yale University Press,","c2013."
"Digital","OverDrive","AUDIOBOOK","2016","10","2","Next Fall (Unabridged)",,"Geoffrey Nauffts","Drama, Fiction","L.A. Theatre Works","2014"
"Physical","Horizon","BOOK","2016","10","1","Heroes! : draw your own superheroes, gadget geeks & other do-gooders / Jay Stephens.",,"Stephens, Jay, 1971-","Superheroes in art Juvenile literature, Cartoon characters Juvenile literature, Cartooning Technique Juvenile literature","Lark Books,","c2007."
"Digital","Freegal","SONG","2016","10","1","Chinese Mule Train",,"Spike Jones & His City Slickers",,,
"Physical","Horizon","SOUNDDISC","2016","10","4","The Capitol albums. Vol. 1 [sound recording] / the Beatles.",,"Beatles","Rock music 1961 1970","Capitol,","p2004."
"Physical","Horizon","VIDEODISC","2016","10","18","Goodnight Mister Tom [videorecording] / Carlton Television ; WGBH Boston ; produced by Chris Burt ; screenplay by Brian Finch ; directed by Jack Gold.",,,"Guardian and ward Drama, Evacuation of civilians England Drama, Made for TV movies, Historical television programs, Fiction television programs, Video recordings for the hearing impaired","WGBH,","[2005]"
"Physical","Horizon","MUSIC","2016","10","2","Merry Christmas, Happy Birthday-- and many more! [music] : sheet music for celebrations throughout the year : piano, vocal, guitar.",,,"Christmas music, Holidays Songs and music","Alfred Music Publishing,","[2010]."
"Physical","Horizon","VIDEODISC","2016","10","36","Star trek [videorecording] / Paramount ; Spyglass Entertainment ; Bad Robot ; produced by J.J. Abrams, Damon Lindelof ; written by Roberto Orci & Alex Kurtzman ; directed by J.J. Abrams.",,,"Kirk James T 2233 2371 Drama, Spock Mr Drama, Space ships Drama, Manned space flight Drama, Human alien encounters Drama, Friendship Drama, Video recordings for the hearing impaired, Feature films, Fiction films, Science fiction films, Fantasy films, Action and adventure films","Paramount Home Entertainment,","c2009."
"Digital","OverDrive","EBOOK","2016","10","2","Pink Boots and Ponytails (Barbie)",,"Alison Inches","Juvenile Fiction, Picture Book Fiction","Random House, Inc.","2013"
"Physical","Horizon","SOUNDDISC","2016","10","3","The girl you left behind [sound recording] / by Jojo Moyes.",,"Moyes, Jojo, 1969-","Portraits Fiction, Art Provenance Fiction, Married people Fiction, Man woman relationships Fiction, World War 1914 1918 France Fiction, France Fiction, London England Fiction, Historical fiction, Love stories, Audiobooks","Recorded Books,","p2012."
"Digital","OverDrive","EBOOK","2016","10","1","The Night Land",,"William Hope Hodgson","Classic Literature, Fantasy, Fiction, Horror","Duke Classics","2011"
"Physical","Horizon","BOOK","2016","10","1","Abroad at home : the 600 best international travel in North America.",,,"United States Description and travel, Canada Description and travel","National Geographic Books,","[2015]"
"Physical","Horizon","BOOK","2016","10","1","War factory / Neal Asher.",,"Asher, Neal L., 1961-","Human alien encounters Fiction, Extraterrestrial beings Fiction, Artificial intelligence Fiction, War stories, Science fiction","Night Shade Books,","[2016]"
"Digital","OverDrive","EBOOK","2016","10","1","A Marriage for Meghan: Wayne County Series, Book 2",,"Mary Ellis","Christian Fiction, Fiction, Romance","Harvest House Publishers, Inc.","2012"
"Physical","Horizon","BOOK","2016","10","1","Grow : how ideals power growth and profit at the world's greatest companies / Jim Stengel.",,"Stengel, Jim","Management Social aspects, Corporate culture, Ideals Psychology, Strategic planning, Branding Marketing, Market share","Crown Business,","c2011."
"Physical","Horizon","BOOK","2016","10","1","The spirit of Haida Gwaii : Bill Reid's masterpiece / Ulli Steltzer ; introduction by Robin Laurence.",,"Steltzer, Ulli","Reid Bill 1920 1998 Pictorial works, Haida sculpture Pictorial works, Haida mythology Pictorial works","University of Washington Press,","1997."
"Digital","Freegal","SONG","2016","10","6","Don't Think Twice, It's All Right",,"Bob Dylan",,,
"Digital","OverDrive","EBOOK","2016","10","1","Rosemary Cottage: Hope Beach Series, Book 2",,"Colleen Coble","Christian Fiction, Fiction, Romance, Suspense","Thomas Nelson Inc.","2014"
"Physical","Horizon","BOOK","2016","10","4","Beth's job / Carole Roberts ; illustrated by Michael Garland.",,"Roberts, Carole (Carole Jennifer)","Schools Fiction, Responsibility Juvenile fiction","Houghton Mifflin Harcourt,","2009."
"Physical","Horizon","BOOK","2016","10","1","Giving in / Maya Banks.",,"Banks, Maya","Man woman relationships Fiction, Love stories, Erotic fiction","Berkley Books,","2014."
"Physical","Horizon","VIDEODISC","2016","10","6","Wow! Wow! Wubbzy! A tale of tails [videorecording] / Bolder Media and Starz Media.",,,"Boys Juvenile drama, Friendship Juvenile drama, Honesty Juvenile drama, Fantasy television programs, Animated television programs, Childrens television programs, Television series, Video recordings for the hearing impaired","Distributed by Anchor Bay Entertainment,","2008."
"Physical","Horizon","BOOK","2016","10","1","Avati : discovering Arctic ecology / by Mia Pelletier ; illustrated by Sara Otterstätter.",,"Pelletier, Mia","Ecology Arctic regions Juvenile literature","Inhabit Media,","[2012]"
"Digital","Hoopla","TELEVISION","2016","10","1","The Art of Guesstimation",,,"Educational","The Great Courses",
"Digital","OverDrive","EBOOK","2016","10","4","The Science of Discworld: A Novel",,"Terry Pratchett","Fantasy, Fiction, Historical Fiction, Science Fiction","Random House, Inc.","2014"
"Physical","Horizon","BOOK","2016","10","11","Legends of Chima. #2, The right decision / Yannick Grotholt, writer ; Comicon, artist.",,"Grotholt, Yannick","LEGO toys Comic books strips etc, Animals Comic books strips etc, Graphic novels","Papercutz,","[2014]"
"Physical","Horizon","BOOK","2016","10","1","Think again : contrarian reflections on life, culture, politics, religion, law, and education / Stanley Fish.",,"Fish, Stanley Eugene","Criticism, Civilization Modern, Constitutional history United States, Political culture United States, Religion, Education Humanistic, Academic freedom, Fish Stanley Eugene, Intellectuals United States Biography","Princeton University Press,","c2015."
