"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2016","10","2","Life is like the wind / Shona Innes ; Írisz Agócs.",,"Innes, Shona,","Grief Juvenile fiction, Animals Juvenile fiction, Bereavement Juvenile fiction","Barron's Educational Series,","[2014]"
"Physical","Horizon","VIDEODISC","2016","10","6","Page one [videorecording] : inside the New York Times / Magnolia Pictures, Participant Media and History Films present ; producers, Josh Braun ... [and others] ; executive prodcuers, Daniel Stern, Daniel Pine ; produced & written by Kate Novack & Andrew Rossi ; directed by Andrew Rossi.",,,"New York times, Journalists New York State New York, Journalism New York State New York, Newspapers, Newspaper publishing United States, Newspaper publishing Effect of technological innovations on United States, Journalism Social aspects United States, Newspaper publishing Economic aspects United States, Documentary films, Nonfiction films, Video recordings for the hearing impaired","Magnolia Home Entertainment,","c2011."
"Physical","Horizon","BOOK","2016","10","13","The seals on the bus / by Lenny Hort ; illustrated by G. Brian Karas.",,"Hort, Lenny","Childrens songs Texts Juvenile literature, Animal sounds Songs and music, Buses Songs and music Juvenile literature, Songs","Henry Holt,","2000."
"Digital","OverDrive","AUDIOBOOK","2016","10","2","Yoga Workshop (Unabridged)",,"Trish Munro","Health & Fitness, Nonfiction, Self Help, Self-Improvement","Blackstone Audio, Inc.","2013"
"Physical","Horizon","BOOK","2016","10","4","As chimney sweepers come to dust / Alan Bradley.",,"Bradley, C. Alan, 1938-","De Luce Flavia Fictitious character FIction, Boarding schools Canada Fiction, Large type books, Mystery fiction","Thorndike Press Large Print,","2015."
"Physical","Horizon","BOOK","2016","10","1","Washington disasters : true stories of tragedy and survival / Rob and Natalie McNair-Huff.",,"McNair-Huff, Rob","Natural disasters Washington State, Disasters Washington State","TwoDot,","c2006."
"Physical","Horizon","BOOK","2016","10","1","Arches and Canyonlands national parks : in the land of standing rocks / Mike Graf ; illustrated by Marjorie Leggitt.",,"Graf, Mike","Arches National Park Utah Guidebooks Juvenile literature, Canyonlands National Park Utah Guidebooks Juvenile literature, National parks and reserves Utah Guidebooks Juvenile literature","FalconGuides,","c2013."
"Digital","OverDrive","EBOOK","2016","10","2","Temptation",,"Nora Roberts","Fiction, Romance","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2016","10","1","A place of my own : the architecture of daydreams / Michael Pollan.",,"Pollan, Michael","Huts Design and construction Popular works, Space and time Popular works","Penguin Books,","2008."
"Digital","OverDrive","EBOOK","2016","10","9","Diary of a Wimpy Kid: Diary of a Wimpy Kid Series, Book 1",,"Jeff Kinney","Comic and Graphic Books, Humor (Fiction), Juvenile Fiction","ABRAMS","2013"
"Digital","OverDrive","EBOOK","2016","10","1","Utilitarianism",,"John Stuart Mill","Nonfiction, Philosophy, Politics","Duke Classics","2012"
"Physical","Horizon","BOOK","2016","10","3","Whitman illuminated : song of myself / illustrated by Allen Crawford.",,"Whitman, Walt","Whitman Walt Song of myself Illustrations, Illustration of books United States 21st century","Tin House Books,","2014."
"Digital","OverDrive","EBOOK","2016","10","1","The Case of the Haunted Haunted House: Milo & Jazz Mystery Series, Book 3",,"Lewis B. Montgomery","Juvenile Fiction, Mystery","Lerner Publishing Group","2012"
"Physical","Horizon","BOOK","2016","10","2","The new seaweed cookbook : over 100 gluten and dairy free recipes for an anti-inflammatory, nutrient dense diet / Crystal June Maderia ; foreword by Josephine Spilka ; [photos by Greta Rybus].",,"Maderia, Crystal","Marine algae as food, Cooking Marine algae, Cookbooks","North Atlantic Books,","[2015]"
"Physical","Horizon","BOOK","2016","10","2","Healthy heart cookbook : over 650 recipes for every day and every occasion / Joseph C. Piscatella and Bernie Piscatella.",,"Piscatella, Joseph C.","Heart Diseases Diet therapy Recipes","Black Dog & Leventhal,","c2013."
"Physical","Horizon","SOUNDDISC","2016","10","3","The big come up [sound recording] / the Black Keys.",,"Black Keys (Musical group)","Rock music 2001 2010, Blues Music 2001 2010","Alive Records,","p2002."
"Physical","Horizon","SOUNDDISC","2016","10","8","Eloise in Paris.",,"Thompson, Kay, 1909-1998,","Eloise Fictitious character Thompson Juvenile fiction, Paris France Juvenile fiction, Eloise Fictitious character Thompson Fiction, Paris France Fiction","Simon & Schuster,","2015."
"Physical","Horizon","SOUNDDISC","2016","10","3","It won't be soon before long [sound recording] / Maroon 5.",,"Maroon 5 (Musical group)","Popular music 2001 2010, Rock music 2001 2010","A&M/Octone,","p2007."
"Digital","Hoopla","MUSIC","2016","10","1","Kiss Me Kiss Me Kiss Me",,,"Rock","Rhino/Elektra",
"Digital","OverDrive","EBOOK","2016","10","1","Piano Starts Here: The Young Art Tatum",,"Robert A. Parker","Juvenile Fiction, Juvenile Literature","Random House, Inc.","2013"
"Digital","Hoopla","MOVIE","2016","10","3","Mrs. Palfrey At The Claremont",,,"Award Winners, British, Comedy, Comedy, Unlikely Friends, World","Synergetic",
"Physical","Horizon","BOOK","2016","10","2","No more Mr. Nice Guy / Carl Weber with Stephanie Covington.",,"Weber, Carl, 1964-","African Americans Fiction, Families Fiction, Suspense fiction","Urban Books,","2016."
"Physical","Horizon","BOOK","2016","10","1","Automatic control systems / Benjamin C. Kuo.",,"Kuo, Benjamin C., 1930-","Automatic control","Prentice Hall,","c1995."
"Digital","OverDrive","AUDIOBOOK","2016","10","6","The Accused: Theodore Boone Series, Book 3 (unabridged) (Unabridged)",,"John Grisham","Juvenile Fiction, Mystery","Books on Tape","2016"
"Digital","Freegal","SONG","2016","10","1","Serenata de Amor",,"Jaime R. Echavarria,La Orquesta de Horacio Malvicino,Matilde Diaz",,,
"Physical","Horizon","BOOK","2016","10","1","A child's journey out of autism : one family's story of living in hope and finding a cure / Leeann Whiffen.",,"Whiffen, Leeann","Whiffen Leeann, Whiffen Clay, Parents of autistic children United States Biography, Autistic children United States Biography, Autistic children Family relationships United States, Autistic children Rehabilitation United States","Sourcebooks,","c2009."
"Digital","OverDrive","AUDIOBOOK","2016","10","3","The Shore: A Novel (unabridged) (Unabridged)",,"Sara Taylor","Fiction, Literature","Books on Tape","2015"
"Physical","Horizon","BOOK","2016","10","14","Adventure time. Volume 8 / created by Pendleton Ward ; colors by Maarta Laiho ; letters by Steve Wands.",,,"Cooking Fiction, Memory Fiction, Adventure and adventurers Fiction, Fantasy, Cartoons and comics, Comic books strips etc","KaBOOM!,","2016."
"Physical","Horizon","BOOK","2016","10","1","When all is said and prayed / E. N. Joy.",,"Joy, E. N.","Man woman relationships Fiction, African American women Fiction, Christian fiction","Urban Christian,","2015."
"Physical","Horizon","VIDEODISC","2016","10","38","Song of the sea [videorecording] / Universal ; GKids ; presented by Cartoon Saloon, Melusine Productions, The Big Farm, Superprod, Norlum ; in association with Irish Film Board ; made with the support of Film Fund Luxembourg, The Eurimages Fund of the Council of Europe, the Broadcasting Authority of Ireland ; with the participation of Orange Cinema Series, Haut et Court Distribution ; with the assistance of West Danish Film Fund ; produced by Tomm Moore, Ross Murray & Paul Young, Stephan Roelants, Isabelle Truc, Serge & Marc Ume, Clement Calvet & Jeremie Fajner, Frederik Villumsen & Claus Toksvig Kjaer ; screenplay by Will Collins ; based on an original story by Tomm Moore ; director, Tomm Moore.",,,"Missing persons Juvenile drama, Voyages and travels Juvenile drama, Seals Animals Folklore Juvenile drama, Selkies Juvenile drama, Legends Ireland Juvenile drama, Fiction films, Animated films, Feature films, Childrens films, Fantasy films, Video recordings for the hearing impaired","Universal Studios Home Entertainment,","[2015]"
"Digital","Freegal","SONG","2016","10","1","Bad Boy",,"W.E.T.",,,
"Physical","Horizon","BOOK","2016","10","2","Zhao mama = Looking for Mom / [zuo zhe, Han Xing].",,"Han, Xing.","Picture books for children, Chinese language materials","Hai tun chu ban she,","2015."
"Physical","Horizon","BOOK","2016","10","3","Quick, slow, mango! / Anik McGrory.",,"McGrory, Anik","Speed Juvenile fiction, Elephants Juvenile fiction, Monkeys Juvenile fiction, Africa Juvenile fiction","Bloomsbury,","2011."
"Physical","Horizon","BOOK","2016","10","1","Uncommon traveler : Mary Kingsley in Africa / written and illustrated by Don Brown.",,"Brown, Don, 1949-","Kingsley Mary Henrietta 1862 1900 Juvenile literature, Explorers Africa West Biography Juvenile literature, Explorers Great Britain Biography Juvenile literature, Women explorers Africa West Biography Juvenile literature, Women explorers Great Britain Biography Juvenile literature, Explorers Juvenile literature, Women Biography Juvenile literature, Africa West Discovery and exploration British Juvenile literature, Africa West Discovery and exploration Juvenile literature","Houghton Mifflin,","2000."
"Digital","OverDrive","EBOOK","2016","10","7","Invincible Summer",,"Alice Adams","Fiction, Literature","Hachette Digital, Inc.","2016"
"Digital","OverDrive","EBOOK","2016","10","4","Triggers: Creating Behavior That Lasts—Becoming the Person You Want to Be",,"Marshall Goldsmith","Business, Nonfiction, Self-Improvement","Random House, Inc.","2015"
"Digital","OverDrive","EBOOK","2016","10","1","The Daughter: A Novel",,"Jane Shemilt","Fiction, Mystery, Suspense, Thriller","HarperCollins Publishers Inc.","2015"
"Digital","OverDrive","EBOOK","2016","10","2","The Pleasure Zone",,"Cairo","Erotic Literature, Fantasy, Fiction","Simon & Schuster, Inc.","2016"
"Physical","Horizon","BOOK","2016","10","1","The trees in my forest / Bernd Heinrich.",,"Heinrich, Bernd, 1940-","Heinrich Bernd 1940 Homes and haunts Maine, Trees Maine, Forest ecology Maine","Cliff Street Books,","c1997."
"Physical","Horizon","BOOK","2016","10","1","A day with paramedics / by Jodie Shepherd.",,"Shepherd, Jodie","Emergency medical technicians Juvenile literature, Emergency medical services Juvenile literature","Children's Press,","c2013."
"Physical","Horizon","VIDEODISC","2016","10","1","Play harmonica today! [videorecording] : featuring Lil' Rev.",,"Lil' Rev, 1968-","Harmonica Methods Self instruction, Harmonica Instruction and study, Harmonica music, Instructional films, Nonfiction films","Hal Leonard,","c2009."
"Physical","Horizon","BOOK","2016","10","8","Nordic light : lighter, everyday eating from a Scandinavian kitchen / Simon Bajada.",,"Bajada, Simon.","Cooking Scandinavian, Cookbooks","Hardie Grant Books,","2016."
"Digital","OverDrive","EBOOK","2016","10","3","Dogs in the Dead of Night",,"Mary Pope Osborne","Historical Fiction, Juvenile Fiction","Random House, Inc.","2013"
"Physical","Horizon","BOOK","2016","10","4","Giant Pacific octopus : the world's largest octopus / by Leon Gray ; consultant: David Scheel, Professor of Marine Biology, Alaska Pacific University.",,"Gray, Leon, 1974-","Octopuses Pacific Area Juvenile literature","Bearport Publishing,","[2013]"
"Digital","OverDrive","EBOOK","2016","10","3","Murder, Handcrafted: Amish Quilt Shop Mystery Series, Book 5",,"Isabella Alan","Fiction, Mystery","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","VIDEODISC","2016","10","1","Pre-GED science [videorecording].",,,"Science Examinations questions etc, GED tests Study guides","Video Aided Instruction,","c2004."
"Physical","Horizon","VIDEODISC","2016","10","2","Victorious. Season one, volume two [videorecording] / Nickelodeon ; Sony Music.",,,"High school students Drama, Performing arts Drama, Television series, Childrens television programs, Television musicals, Television comedies, Fiction television programs, Video recordings for the hearing impaired","Nickelodeon,","[2011]"
"Physical","Horizon","BOOK","2016","10","4","Mundo Cruel / stories by Luis Negrøn ; translated by Suzanne Jill Levine.",,"Negrón, Luis, 1970-","Santurce San Juan P R Fiction, Short stories","Seven Stories Press,","2013."
"Digital","OverDrive","EBOOK","2016","10","4","A Lowcountry Wedding",,"Mary Alice Monroe","Fiction, Literature, Romance","Simon & Schuster, Inc.","2016"
"Digital","OverDrive","AUDIOBOOK","2016","10","1","The Complete Tales of Beatrix Potter (Unabridged)",,"Beatrix Potter","Classic Literature, Juvenile Fiction","Blackstone Audio, Inc.","2006"
"Digital","Freegal","SONG","2016","10","1","Quicksand",,"Tom Chaplin",,,
"Physical","Horizon","BOOK","2016","10","2","Jasmine and the treasure chest / written by Katy Kit ; illustrated by Tom Knight..",,"Kit, Katy","Mermaids Fiction, Buried treasure Fiction, Mystery and detective stories","Albert Whitman & Co.,","2011."
"Physical","Horizon","VIDEODISC","2016","10","2","Capturing the Friedmans [videorecording] / Magnolia Pictures presents a film by Andrew Jarecki ; producers, Andrew Jarecki, Marc Smerling ; directed by Andrew Jarecki.",,,"Friedman family, Criminals New York State Great Neck, Sex crimes New Yiork State Great Neck, Criminal investigation New York State Great Neck, Documentary films, Video recordings for the hearing impaired","HBO Video ; Distributed by Warner Home Video,","[2004]"
"Digital","Hoopla","MUSIC","2016","10","1","American Radical Patriot",,,"Folk","New Rounder",
"Digital","OverDrive","EBOOK","2016","10","2","To Love and Be Wise: Alan Grant Series, Book 4",,"Josephine Tey","Fiction, Mystery","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2016","10","1","Backroads of New England : your guide to scenic getaways & adventures / text by Kim Knox Beckius ; photography by William H. Johnson.",,"Beckius, Kim Knox","New England Guidebooks, Automobile travel New England Guidebooks, Scenic byways New England Guidebooks","Voyageur Press,","c2012."
"Physical","Horizon","BOOK","2016","10","1","Kaufman field guide to advanced birding : understanding what you see and hear / Kenn Kaufman ; illustrated with line drawings by the author and with more than 700 images based on photos by Kenn and Kimberly Kaufman ... [and others].",,"Kaufman, Kenn","Birds North America Identification, Bird watching North America Guidebooks","Houghton Mifflin Harcourt,","c2011."
"Digital","OverDrive","EBOOK","2016","10","3","Teacup",,"Rebecca Young","Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","SOUNDDISC","2016","10","2","I got your country right here [sound recording] / Gretchen Wilson.",,"Wilson, Gretchen, 1973-","Country music 2001 2010","Redneck Records,","p2010."
"Physical","Horizon","SOUNDDISC","2016","10","1","Colors from a giant's kit [sound recording] Sir Roland Hanna.",,"Hanna, Roland","Jazz 2011 2020, Piano music Jazz","IPO Recordings,","2011."
"Physical","Horizon","BOOK","2016","10","3","Graveyard of memories : a John Rain novel / Barry Eisler.",,"Eisler, Barry","Rain John Fictitious character Fiction, Americans Japan Fiction, Yakuza Fiction, Assassins Fiction, Suspense fiction","Thomas & Mercer,","[2014]."
"Physical","Horizon","BOOK","2016","10","1","Avatars of the word : from papyrus to cyberspace / James J. O'Donnell.",,"O'Donnell, James Joseph, 1950-","Communication and technology History, Written communication History, Cyberspace","Harvard University Press,","1998."
"Digital","Freegal","SONG","2016","10","1","Sham (From ""Aisha"")",,"Amit Trivedi;Nikhil D'Souza;Neuman Pinto",,,
"Physical","Horizon","BOOK","2016","10","22","Pug meets Pig / Sue Lowell Gallion ; illustrated by Joyce Wan.",,"Gallion, Sue Lowell.","Pigs Juvenile fiction, Pug Juvenile fiction, Dogs Juvenile fiction, Pigs Fiction, Pug Fiction, Dogs Fiction, Picture books","Beach Lane Books,","[2016]"
"Physical","Horizon","BOOK","2016","10","1","Year's best SF 18 / edited by David G. Hartwell.",,,"Science fiction American, Short stories American, Science fiction, Short stories","Tom Doherty Associates, LLC,","2013."
"Physical","Horizon","BOOK","2016","10","3","The discovery of Middle Earth : mapping the lost world of the Celts / Graham Robb.",,"Robb, Graham, 1958-","Celts History, Mythology Celtic","W.W. Norton & Company,","[2013]"
"Physical","Horizon","VIDEODISC","2016","10","3","Waiting for Hockney [videorecording] / Ideal Partners Film Fund, LLC and Littlest Birds Films presents ; execitive prodcuer, Michael Lesser ; produced by Jana Edelbaum ... [and others] ; written by Julie Checkoway, Chris A. Paterson and Neal Checkoway ; directed by Julie Checkoway.",,,"Pappas Billy, Monroe Marilyn 1926 1962 Portraits, Artists United States Biography, Pencil drawing, Photo realism, Nonfiction films, Documentary films, Feature films","Distributed by Newvideo,","c2011."
"Physical","Horizon","BOOK","2016","10","1","Uncanny X-Force. The Dark Angel saga. Book 2 / [writer, Rick Remender ; artist, Jerome Opeña with Esad Ribic, Robbie Rodriguez].",,"Remender, Rick","X Force Fictitious characters Comic books strips etc, X Men Fictitious characters Comic books strips etc, Superhero comic books strips etc, Science fiction comic books strips etc, Graphic novels","Marvel,","c2012."
"Physical","Horizon","BOOK","2016","10","5","Mindware : tools for smart thinking / Richard E. Nisbett.",,"Nisbett, Richard E.","Reasoning, Thought and thinking","Farrar, Straus and Giroux,","2015."
"Physical","Horizon","BOOK","2016","10","14","The service of the dead : a Kate Clifford mystery / Candace Robb",,"Robb, Candace M.","Great Britain History Richard II 1377 1399 Fiction, Yorkshire England Fiction, Murder Fiction, Mystery fiction, Historical fiction","Pegasus Books,","2016."
"Physical","Horizon","BOOK","2016","10","1","AP chemistry 2013-2014 / David Wilson.",,"Wilson, David","Chemistry Examinations questions etc, Chemistry Examinations Study guides, Advanced placement programs Education Examinations Study guides, Universities and colleges Entrance examinations Study guides, College entrance achievement tests United States Study guides","Kaplan,","c2012."
"Physical","Horizon","BOOK","2016","10","2","Hands free life : 9 habits for overcoming distraction, living better & loving more / Rachel Macy Stafford.",,"Stafford, Rachel Macy, 1972-","Conduct of life, Contentment, Distraction Psychology","Zondervan,","[2015]"
"Digital","OverDrive","EBOOK","2016","10","37","You'll Grow Out of It",,"Jessi Klein","Biography & Autobiography, Humor (Nonfiction), Nonfiction, Performing Arts","Hachette Digital, Inc.","2016"
"Physical","Horizon","BOOK","2016","10","1","The art of animal drawing : construction, action analysis, caricature / by Ken Hultgren.",,"Hultgren, Ken","Animals in art, Drawing Technique","Dover,","1993."
"Physical","Horizon","BOOK","2016","10","1","A carousel tale / Elisa Kleven.",,"Kleven, Elisa","Crocodiles Juvenile fiction, Merry go round Juvenile fiction, Tail Juvenile fiction, Artists Juvenile fiction","Tricycle Press,","2009."
"Physical","Horizon","BOOK","2016","10","1","Low pressure [text (large print)] / Sandra Brown.",,"Brown, Sandra, 1948-","Women novelists Fiction, Murder Investigation Fiction, Family secrets Fiction, Large type books, Suspense fiction, Mystery fiction","Grand Central Pub. Large Print,","2012."
"Digital","OverDrive","EBOOK","2016","10","1","The Trouble with Virtue: A Comfortable Wife\A Lady by Day",,"STEPHANIE LAURENS","Fiction, Historical Fiction, Historical Romance, Romance","Harlequin Enterprises, Ltd.","2014"
"Physical","Horizon","BOOK","2016","10","2","Trisha's table : my feel-good favorites for a balanced life / Trisha Yearwood with Beth Yearwood Bernard ; foreword by Garth Brooks ; photographs by Ben Fink.",,"Yearwood, Trisha","Cooking American Southern style, COOKING Regional Ethnic American Southern States, COOKING Health Healing General, COOKING Methods Quick Easy, Cookbooks","Clarkson Potter/Publishers,","[2015]"
"Physical","Horizon","BOOK","2016","10","1","All you need for a beach / Alice Schertle ; illustrated by Barbara Lavallee.",,"Schertle, Alice","Beaches Juvenile fiction, Stories in rhyme Juvenile fiction","Silver Whistle/Harcourt,","c2004."
"Physical","Horizon","BOOK","2016","10","1","Take me on / Katie McGarry.",,"McGarry, Katie","Mixed martial arts Fiction, Secrets Fiction, Family problems Fiction, Love Fiction, Young adult fiction","Harlequin Teen,","[2014]"
"Physical","Horizon","SOUNDDISC","2016","10","3","The way way back [sound recording] : music from the motion picture.",,,"Motion picture music, Rock music","Columbia,","p2013."
"Digital","Freegal","SONG","2016","10","1","O Come O Come Emmanuel",,"August Burns Red",,,
"Physical","Horizon","VIDEODISC","2016","10","2","Peter Pan [videorecording] / Adolph Zukor and Jesse L. Lasky present a Herbert Brenon production ; a Paramount picture ; screen play by Willis Goldbeck ; directed by Herbert Brenon.",,,"Peter Pan Fictitious character Drama, Silent films, Comedy films, Childrens films, Fantasy films, Feature films","Kino on Video,","c1999."
"Digital","OverDrive","EBOOK","2016","10","2","The Book of Someday: A Novel",,"Dianne Dixon","Fiction, Literature","Sourcebooks","2013"
"Physical","Horizon","SOUNDDISC","2016","10","12","Rest in chaos / Hard Working Americans.",,"Hard Working Americans (Musical group)","Rock music 2011 2020, Rock music","Melvin Records,","[2016]"
"Physical","Horizon","BOOK","2016","10","1","Here's to my sweet Satan : how the occult haunted music, movies, and pop culture 1966-1980 / George Case.",,"Case, George, 1967-","Occultism, Arts, Popular culture","Quill Driver Books,","2016."
"Digital","OverDrive","EBOOK","2016","10","1","After the Party: A Novel",,"Lisa Jewell","Fiction, Literature","Simon & Schuster, Inc.","2015"
"Physical","Horizon","BOOK","2016","10","3","Hannah's night / Komako Sakai ; translated by Cathy Hirano.",,"Sakai, Komako, 1966-","Night Fiction, Children Fiction, Night Juvenile fiction, Children Juvenile fiction","Gecko Press,","2013."
"Digital","Freegal","SONG","2016","10","1","Nobody's Perfect",,"J. Cole featuring Missy Elliott",,,
"Digital","OverDrive","EBOOK","2016","10","3","Relaxation and Stress Reduction Workbook",,"Martha Davis","Nonfiction, Self-Improvement","New Harbinger Publications","2011"
"Digital","OverDrive","EBOOK","2016","10","1","A Prince among Frogs: Tales of the Frog Princess Series, Book 8",,"E. D. Baker","Fantasy, Juvenile Fiction","Bloomsbury USA","2010"
"Physical","Horizon","SOUNDDISC","2016","10","1","Inside wants out [sound recording] / John Mayer.",,"Mayer, John, 1977-","Rock music 1991 2000","Columbia Records,","[2002], p1999."
"Physical","Horizon","BOOK","2016","10","1","English-Chinese (pinyin) pocket dictionary = Ying Han pin yin xiu zhen ci dian / compiled by Wu Zhaoyi ... [and others].",,,"English language Dictionaries Chinese","Hippocrene Books,","1996"
"Digital","Freegal","SONG","2016","10","1","You Got to Give Me Some of It",,"Buddy Moss",,,
"Physical","Horizon","VIDEODISC","2016","10","5","Kavanagh Q.C. Bearing witness set [videorecording] / written by Edward Canfor-Dumas, Malcolm Bradbury, Andy de la Tour ; produced by Chris Kelly ; directed by Peter Smith, Ferdinand Fairfax, Charles Beeson.",,,"Kavanagh James Fictitious character Drama, Lawyers Great Britain Drama, Legal television programs, Television series, Fiction television programs","BFS Entertainment,","c1998."
"Digital","OverDrive","EBOOK","2016","10","1","The Ghost Sitter",,"Peni R. Griffin","Juvenile Fiction","Penguin Group (USA), Inc.","2009"
"Digital","OverDrive","EBOOK","2016","10","1","To Wed A Highlander",,"Michele Sinclair","Fiction, Historical Fiction, Romance","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2016","10","3","Loser / Jerry Spinelli.",,"Spinelli, Jerry.","Self acceptance Juvenile fiction, Family life Fiction, Schools Fiction","Joanna Cotler Books : HarperTrophy,","c2002."
"Physical","Horizon","SOUNDDISC","2016","10","1","Need your light / Ra Ra Riot",,"Ra Ra Riot (Musical group)","Popular music 2011 2020, Rock music 2011 2020, Popular music, Rock music","Barsuk Records,","[2016]"
"Digital","OverDrive","EBOOK","2016","10","2","The Best Nest",,"P.D. Eastman","Beginning Reader, Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Random House, Inc.","2010"
"Digital","OverDrive","EBOOK","2016","10","4","The Sniper's Wife: Joe Gunther Mystery Series, Book 13",,"Archer Mayor","Fiction, Mystery","Hachette Digital, Inc.","2011"
"Digital","OverDrive","EBOOK","2016","10","2","My Smart Puppy ™: Fun, Effective, and Easy Puppy Training",,"Brian Kilcommons","Nonfiction, Pets","Hachette Digital, Inc.","2009"
"Digital","Freegal","SONG","2016","10","1","Cake Walking Babies Back Home",,"Humphrey Lyttelton",,,
"Physical","Horizon","BOOK","2016","10","2","Bluegrass banjo for dummies / by Bill Evans.",,"Evans, Bill, 1956-","Banjo Methods Bluegrass","John Wiley & Sons,","c2015."
"Physical","Horizon","VIDEODISC","2016","10","8","Magic trip [videorecording] / Magnolia Pictures and History Films ; produced by Will Clarke, Alex Gibney, Alexandra Johnes ; screenplay by Alex Gibney & Alison Ellwood ; directed by Alex Gibney, Alison Ellwood.",,,"Counterculture United States, Bus travel United States, Kesey Ken Travel, Cassady Neal Travel, Merry Band of Pranksters Travel, Documentary films, Video recordings for the hearing impaired","Distributed by Magnolia Home Entertainment,","c2011."
"Digital","OverDrive","AUDIOBOOK","2016","10","3","Duma Key (Unabridged)",,"Stephen King","Fiction, Suspense","HighBridge Company","2015"
"Physical","Horizon","BOOK","2016","10","1","Wedding cake murder / Joanne Fluke.",,"Fluke, Joanne, 1943-","Swensen Hannah Fictitious character Fiction, Bakers Fiction, Women detectives Fiction, Cooks Crimes against Fiction, Murder Investigation Fiction, Minnesota Fiction, Mystery fiction","Thorndike Press Large Print,","2016."
"Physical","Horizon","SOUNDDISC","2016","10","1","Life less ordinary [sound recording] / Mindi Abair.",,"Abair, Mindi","Popular instrumental music 2001 2010, Popular music 2001 2010","GRP,","p2006."
"Physical","Horizon","VIDEODISC","2016","10","3","New York, a documentary film. Episode four: 1898-1918, The power and the people [videorecording] / a Steeplechase Films production in association with WGBH Boston, Thirteen/WNET New York, and the New-York Historical Society ; directed by Ric Burns ; produced by Lisa Ades & Ric Burns ; written by Ric Burns & James Sanders.",,,"Smith Alfred Emanuel 1873 1944, International Ladies Garment Workers Union History, Woolworth Building New York N Y History, Ellis Island Immigration Station N Y and N J History, Pennsylvania Station New York N Y History, Triangle Shirtwaist Company, Immigrants New York State New York History, Immigrants New York State New York Social conditions, Working class New York State New York History, Buildings New York State New York History, Stock exchanges New York State New York History, Subways New York State New York History, Skyscrapers New York State New York History, Grand Central Terminal New York N Y History, Wall Street New York N Y History, New York N Y History, New York N Y History 1898 1951, New York N Y Politics and government 1898 1951, New York N Y Social life and customs 20th century, New York N Y Social conditions 20th century, New York N Y Commerce History, Documentary television programs, Video recordings for the hearing impaired","PBS Home Video ; Distributed by Paramount Home Entertainment,","c2004."
"Physical","Horizon","BOOK","2016","10","1","The wild things : a novel / by Dave Eggers.",,"Eggers, Dave","Runaway children Fiction, Voyages and travels Fiction, Islands Fiction","McSweeney's Books,","c2009."
"Physical","Horizon","BOOK","2016","10","1","The nautical prepper : how to equip and survive on your bug-out boat / Capt. William E. Simpson II.",,"Simpson, William E., Captain,","Survival at sea, Preparedness, Boats and boating, Self reliant living, Survivalism","Ulysses Press,","©2013."
"Digital","Freegal","SONG","2016","10","1","Hurry Up Sundown",,"Bruce Springsteen",,,
"Digital","OverDrive","EBOOK","2016","10","1","A Gesture Life: A Novel",,"Chang-Rae Lee","Fiction, Literature","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2016","10","1","Antiques Flee Market: Trash 'n' Treasures Mystery Series, Book 3",,"Barbara Allan","Fiction, Mystery","Random House, Inc.","2009"
"Physical","Horizon","BOOK","2016","10","1","Songs of something else : selected poems of Gunnar Ekelöf / translated by Leonard Nathan and James Larson.",,"Ekelöf, Gunnar, 1907-1968","Ekel”f Gunnar 1907 1968 Translations into English","Princeton University Press,","c1982."
"Physical","Horizon","BOOK","2016","10","7","The twelve dogs of Christmas / David Rosenfelt.",,"Rosenfelt, David","Carpenter Andy Fictitious character Fiction, Ex convicts Crimes against Fiction, Orphans Fiction, Dogs Fiction, Thrillers Fiction, Detective and mystery fiction, Legal fiction Literature","Minotaur Books,","2016."
"Digital","Hoopla","MUSIC","2016","10","2","American V: A Hundred Highways",,,"Country","American Recordings",
"Physical","Horizon","SOUNDDISC","2016","10","5","Stuart Little [sound recording] / by E.B. White.",,"White, E. B. (Elwyn Brooks), 1899-1985","Mice Juvenile fiction, Voyages and travels Juvenile fiction","Listening Library,","1991."
"Physical","Horizon","BOOK","2016","10","1","Kyojinden / Tsumoto Yō.",,"Tsumoto, Yō, 1929-","Minakata Kumagusu 1867 1941 Fiction","Bungei Shunjū,","1989."
"Digital","OverDrive","EBOOK","2016","10","1","A Nameless Witch",,"A. Lee Martinez","Fantasy, Fiction, Humor (Fiction)","Macmillan Publishers","2015"
"Digital","Freegal","SONG","2016","10","1","Lueng Juan Fong",,"Jay Chou",,,
"Digital","Hoopla","MOVIE","2016","10","2","Criminal Law",,,"Crime, Drama, Psychological Thrillers, Suspense / Thriller","MGM",
